modal,verb,obs,exp,ratio,odds_ratio,p,signed_log10p,G2,genre
could,happen,18,18.69,0.96,0.957,1.0,0.0,0.03,all
could,include,6,6.72,0.89,0.877,1.0,0.0,0.09,all
could,meet,3,3.63,0.83,0.804,1.0,0.0,0.13,all
could,pick,3,3.63,0.83,0.804,1.0,0.0,0.13,all
could,require,14,14.53,0.96,0.958,1.0,0.0,0.02,all
could,set,3,3.23,0.93,0.919,1.0,0.0,0.02,all
could,signal,3,3.36,0.89,0.877,1.0,0.0,0.05,all
could,make,35,36.18,0.97,0.962,0.9283713471920289,-0.03,0.05,all
could,allow,10,11.16,0.9,0.881,0.87180945902031,-0.06,0.14,all
could,run,5,6.32,0.79,0.766,0.8295526291672919,-0.08,0.34,all
could,find,8,9.95,0.8,0.78,0.6102272415583669,-0.21,0.47,all
could,grow,3,4.71,0.64,0.603,0.6176346495353733,-0.21,0.81,all
could,maintain,5,7.53,0.66,0.63,0.4322290930970262,-0.36,1.1,all
could,tell,14,17.35,0.81,0.783,0.43927227966899296,-0.36,0.8,all
could,begin,10,13.58,0.74,0.706,0.3794413396950215,-0.42,1.19,all
could,see,53,60.39,0.88,0.859,0.32860299781957275,-0.48,1.1,all
could,add,7,10.49,0.67,0.634,0.3176973378182667,-0.5,1.5,all
could,point,8,11.97,0.67,0.635,0.2749435294262556,-0.56,1.7,all
could,get,15,20.44,0.73,0.703,0.23239686744826826,-0.63,1.83,all
could,warrant,21,27.97,0.75,0.721,0.18375659117898857,-0.74,2.19,all
could,leave,3,6.86,0.44,0.402,0.14781550318687825,-0.83,3.09,all
could,respond,4,8.61,0.46,0.428,0.09924685348677213,-1.0,3.46,all
could,be+important,5,10.09,0.5,0.459,0.09043862500860061,-1.04,3.55,all
could,achieve,3,8.07,0.37,0.338,0.05692547873498073,-1.24,4.69,all
could,work,3,8.47,0.35,0.321,0.041020351394615566,-1.39,5.26,all
could,strengthen,4,9.95,0.4,0.367,0.039936858839395115,-1.4,5.16,all
could,be,33,46.26,0.71,0.68,0.03805127171594003,-1.42,4.87,all
could,start,6,12.91,0.46,0.428,0.035476332417397186,-1.45,5.2,all
could,go,22,33.76,0.65,0.616,0.031812731833016784,-1.5,5.35,all
could,expand,14,24.75,0.57,0.528,0.016825008904432334,-1.77,6.29,all
could,adjust,3,10.09,0.3,0.267,0.0106705008240118,-1.97,7.66,all
could,discuss,3,10.49,0.29,0.257,0.007563534938331284,-2.12,8.29,all
could,move,20,36.45,0.55,0.51,0.002223538899643321,-2.65,10.11,all
could,keep,3,12.78,0.23,0.209,0.0013050894917257486,-2.88,12.01,all
could,evolve,3,15.06,0.2,0.176,0.00014617445231297923,-3.84,15.94,all
could,remain,14,32.82,0.43,0.389,0.00014198936809145816,-3.85,15.53,all
could,think,5,20.71,0.24,0.215,2.6166002626277003e-05,-4.58,19.08,all
could,expect,8,29.18,0.27,0.245,1.8743000996875176e-06,-5.73,24.12,all
could,hold,4,22.59,0.18,0.156,1.1061382997212454e-06,-5.96,25.74,all
could,do,34,69.4,0.49,0.448,8.317496687833028e-07,-6.08,25.46,all
could,look,7,46.26,0.15,0.132,1.0426891707773951e-13,-12.98,57.6,all
could,be+appropriate,22,85.67,0.26,0.225,6.214437100041148e-18,-17.21,76.06,all
could,take,35,107.73,0.32,0.286,5.167997674621912e-18,-17.29,76.03,all
could,continue,31,133.55,0.23,0.2,8.513067932511196e-30,-29.07,130.12,all
could,say,16,127.23,0.13,0.106,2.2498118214266245e-39,-38.65,175.03,all
may,warrant,64,13.11,4.88,6.848,2.0777569460331548e-27,26.68,117.59,all
may,authorize,23,1.58,14.59,173.494,5.592453680298416e-26,25.25,113.79,all
may,contribute,33,4.85,6.8,11.369,7.318084434252496e-20,19.14,83.54,all
may,edge,19,1.64,11.59,40.833,6.02280902639727e-18,17.22,75.86,all
may,delegate,10,0.63,15.86,inf,9.63981774907161e-13,12.02,55.34,all
may,reflect,25,4.79,5.22,7.389,2.7771956560425255e-12,11.56,48.85,all
may,auction,9,0.57,15.86,inf,1.5376166143554846e-11,10.81,49.8,all
may,bid,8,0.5,15.86,inf,2.451112451197935e-10,9.61,44.26,all
may,lend,9,0.69,12.98,67.272,7.529728695567803e-10,9.12,39.63,all
may,be+lower,17,2.9,5.86,8.799,1.089302259542746e-09,8.96,37.29,all
may,be+measurable,7,0.44,15.86,inf,3.904941430677101e-09,8.41,38.73,all
may,be+appropriate,79,40.15,1.97,2.164,7.555071525473556e-09,8.12,32.89,all
may,borrow,9,0.82,10.98,33.633,8.716672878317283e-09,8.06,34.27,all
may,approve,9,0.88,10.2,26.905,2.3032733261729498e-08,7.64,32.2,all
may,exercise,7,0.5,13.88,104.515,2.9523752729578237e-08,7.53,32.83,all
may,be+answer,6,0.38,15.86,inf,6.217304092638288e-08,7.21,33.19,all
may,manage,7,0.88,7.93,14.927,9.034607319676488e-06,5.04,20.23,all
may,be+settlement,4,0.25,15.86,inf,1.573210716350336e-05,4.8,22.12,all
may,may,4,0.25,15.86,inf,1.573210716350336e-05,4.8,22.12,all
may,change,20,7.0,2.86,3.296,1.859212146225547e-05,4.73,17.82,all
may,play,13,3.4,3.82,4.744,2.292347178092049e-05,4.64,17.66,all
may,undertake,6,0.76,7.93,14.918,4.12579407385197e-05,4.38,17.33,all
may,be,42,21.68,1.94,2.097,4.3486485794376544e-05,4.36,16.5,all
may,vary,7,1.07,6.53,10.447,4.3270842125112134e-05,4.36,16.99,all
may,provide,25,11.03,2.27,2.502,0.0001178434811180207,3.93,14.33,all
may,experience,6,0.88,6.8,11.187,0.0001201448850120865,3.92,15.11,all
may,need,34,17.4,1.95,2.113,0.00023569351646772556,3.63,13.64,all
may,be+attributable,3,0.19,15.86,inf,0.00025002558934834754,3.6,16.59,all
may,designate,3,0.19,15.86,inf,0.00025002558934834754,3.6,16.59,all
may,be+difficult,8,1.89,4.23,5.428,0.0004101893745919313,3.39,12.32,all
may,be+part,7,1.58,4.44,5.802,0.0006847256828964562,3.16,11.41,all
may,face,8,2.21,3.63,4.422,0.0012450245876373786,2.9,10.14,all
may,restrain,7,1.77,3.97,4.973,0.0014282766991358313,2.85,9.96,all
may,use,21,10.46,2.01,2.169,0.00205097158906392,2.69,8.99,all
may,be+difference,3,0.32,9.52,22.337,0.0022702100609363,2.64,10.12,all
may,question,3,0.32,9.52,22.337,0.0022702100609363,2.64,10.12,all
may,understate,3,0.32,9.52,22.337,0.0022702100609363,2.64,10.12,all
may,be+different,5,1.01,4.96,6.775,0.0024029069252199027,2.62,9.21,all
may,be+factor,6,1.45,4.14,5.263,0.0024729403653362043,2.61,8.99,all
may,overstate,4,0.69,5.77,8.513,0.003626212571058065,2.44,8.61,all
may,signal,6,1.58,3.81,4.708,0.0038936852041887428,2.41,8.1,all
may,be+limited,3,0.38,7.93,14.891,0.004327559883632288,2.36,8.66,all
may,determine,7,2.14,3.27,3.867,0.004661809860190097,2.33,7.65,all
may,be+that,4,0.76,5.29,7.449,0.00516999089771386,2.29,7.89,all
may,delay,4,0.76,5.29,7.449,0.00516999089771386,2.29,7.89,all
may,extend,4,0.76,5.29,7.449,0.00516999089771386,2.29,7.89,all
may,be+result,3,0.44,6.8,11.168,0.007219382109293808,2.14,7.55,all
may,induce,3,0.44,6.8,11.168,0.007219382109293808,2.14,7.55,all
may,be+effect,5,1.39,3.61,4.383,0.0105687643284779,1.98,6.28,all
may,be+stronger,3,0.5,5.95,8.934,0.01101314888804893,1.96,6.65,all
may,notice,3,0.5,5.95,8.934,0.01101314888804893,1.96,6.65,all
may,influence,6,2.08,2.88,3.312,0.0158492172164215,1.8,5.4,all
may,be+able,11,5.17,2.13,2.312,0.01844005907931168,1.73,5.43,all
may,appear,3,0.63,4.76,6.381,0.021463896634075556,1.67,5.28,all
may,be+time,5,1.64,3.05,3.547,0.021437794278383413,1.67,4.93,all
may,issue,3,0.63,4.76,6.381,0.021463896634075556,1.67,5.28,all
may,come,20,11.91,1.68,1.769,0.022759912495588668,1.64,4.97,all
may,be+likely,3,0.69,4.33,5.583,0.028153028157707136,1.55,4.74,all
may,be+level,4,1.39,2.88,3.309,0.04630437366125456,1.33,3.6,all
may,be+something,5,2.02,2.48,2.758,0.04817848759472314,1.32,3.43,all
may,stabilize,5,2.02,2.48,2.758,0.04817848759472314,1.32,3.43,all
may,purchase,3,0.88,3.4,4.06,0.05396855874567718,1.27,3.47,all
may,ask,8,3.97,2.01,2.168,0.06000355494739386,1.22,3.44,all
may,amplify,3,1.13,2.64,2.977,0.10057437563802765,1.0,2.32,all
may,be+restrictive,3,1.13,2.64,2.977,0.10057437563802765,1.0,2.32,all
may,require,11,6.81,1.62,1.69,0.10838552068295204,0.97,2.36,all
may,lose,3,1.26,2.38,2.626,0.12825156574750968,0.89,1.89,all
may,associate,3,1.32,2.27,2.48,0.14299232834772715,0.84,1.71,all
may,find,7,4.66,1.5,1.555,0.23241801974959908,0.63,1.1,all
may,pick,3,1.7,1.76,1.86,0.24053137664573127,0.62,0.87,all
may,be+higher,3,1.77,1.7,1.785,0.25780284204342213,0.59,0.77,all
may,indicate,3,1.77,1.7,1.785,0.25780284204342213,0.59,0.77,all
may,hold,14,10.59,1.32,1.354,0.26387777518357036,0.58,1.08,all
may,result,11,8.07,1.36,1.4,0.27203428671754815,0.57,1.03,all
may,boost,4,2.27,1.76,1.86,0.2851497251194127,0.54,1.17,all
may,push,4,2.27,1.76,1.86,0.2851497251194127,0.54,1.17,all
may,slow,7,5.04,1.39,1.427,0.3518527061022449,0.45,0.73,all
may,affect,16,13.3,1.2,1.222,0.39509313216375996,0.4,0.56,all
may,diminish,3,1.83,1.64,1.716,0.4264053572403782,0.37,0.68,all
may,become,9,7.25,1.24,1.264,0.4425637485998891,0.35,0.42,all
may,put,9,7.25,1.24,1.264,0.4425637485998891,0.35,0.42,all
may,persist,3,2.02,1.49,1.539,0.4523385328214087,0.34,0.45,all
may,turn,6,4.41,1.36,1.395,0.45277900246730884,0.34,0.55,all
may,end,3,2.14,1.4,1.439,0.47235248582790285,0.33,0.33,all
may,serve,3,2.14,1.4,1.439,0.47235248582790285,0.33,0.33,all
may,agree,3,2.21,1.36,1.394,0.4829702223294818,0.32,0.28,all
may,suggest,3,2.27,1.32,1.352,0.49391367415269827,0.31,0.23,all
may,include,4,3.15,1.27,1.293,0.5557881003703014,0.26,0.23,all
may,reduce,8,6.62,1.21,1.227,0.5436760520393417,0.26,0.29,all
may,leave,4,3.21,1.24,1.266,0.5621330774017006,0.25,0.19,all
may,evolve,8,7.06,1.13,1.144,0.6945685392704168,0.16,0.13,all
may,fall,3,2.46,1.22,1.239,0.7351529687229046,0.13,0.12,all
may,increase,14,13.24,1.06,1.062,0.7753838808658917,0.11,0.05,all
may,occur,4,3.72,1.08,1.081,0.7873817787068212,0.1,0.02,all
may,prove,5,4.48,1.12,1.126,0.8041954070724852,0.09,0.06,all
may,raise,5,4.92,1.02,1.018,0.8178035142895518,0.09,0.0,all
may,know,6,6.74,0.89,0.883,1.0,0.0,0.09,all
may,have,39,40.72,0.96,0.954,0.8695669871698081,-0.06,0.08,all
may,keep,5,5.99,0.83,0.825,0.8337406598707828,-0.08,0.18,all
may,cause,3,4.16,0.72,0.707,0.7988594723778859,-0.1,0.38,all
may,happen,7,8.76,0.8,0.787,0.7248594342609618,-0.14,0.41,all
may,explain,3,4.79,0.63,0.61,0.6323775042354338,-0.2,0.82,all
may,lead,8,10.34,0.77,0.761,0.6266056255555088,-0.2,0.61,all
may,start,4,6.05,0.66,0.645,0.5273701651304102,-0.28,0.84,all
may,move,12,17.08,0.7,0.686,0.2561583072132992,-0.59,1.81,all
may,begin,3,6.37,0.47,0.454,0.2169132348100846,-0.66,2.34,all
may,rise,3,7.82,0.38,0.367,0.09177899941967094,-1.04,4.1,all
may,want,4,9.27,0.43,0.414,0.08597833494819684,-1.07,4.03,all
may,think,4,9.71,0.41,0.395,0.06476675246214857,-1.19,4.57,all
may,help,16,25.72,0.62,0.603,0.05000059792613103,-1.3,4.56,all
may,go,8,15.82,0.51,0.487,0.03662938816872646,-1.44,5.03,all
may,get,3,9.58,0.31,0.298,0.02723617145898234,-1.56,6.53,all
may,make,8,16.96,0.47,0.453,0.02218035842572744,-1.65,6.26,all
may,see,15,28.3,0.53,0.509,0.007761031306494031,-2.11,8.1,all
may,take,31,50.49,0.61,0.59,0.003005455564483086,-2.52,9.51,all
may,remain,4,15.38,0.26,0.246,0.0008210421518776571,-3.09,12.63,all
may,look,6,21.68,0.28,0.261,7.869295255310804e-05,-4.1,16.87,all
may,do,11,32.53,0.34,0.319,1.343957165212512e-05,-4.87,20.47,all
may,continue,12,62.6,0.19,0.175,1.0825793841283352e-15,-14.97,66.07,all
should,help,93,22.42,4.15,5.38,1.2379271521775842e-32,31.91,141.3,all
should,interpret,20,1.54,13.0,43.633,1.1188676186346441e-19,18.95,83.73,all
should,affirm,14,0.77,18.2,inf,2.1431835899797955e-18,17.67,81.38,all
should,note,16,1.98,8.09,13.913,1.6241394392621327e-11,10.79,45.8,all
should,acknowledge,9,0.55,16.38,155.837,4.230454262880219e-11,10.37,45.89,all
should,understand,12,1.15,10.4,23.131,1.3355368489644308e-10,9.87,42.06,all
should,direct,8,0.66,12.13,34.6,3.3036565855561825e-08,7.48,31.64,all
should,promote,12,1.81,6.62,9.908,8.703158843497905e-08,7.06,28.83,all
should,assume,9,0.99,9.1,17.309,1.3757624919310413e-07,6.86,28.34,all
should,maintain,15,3.08,4.88,6.352,2.2375084926252046e-07,6.65,26.7,all
should,be+mean,5,0.27,18.2,inf,4.97199693870546e-07,6.3,29.03,all
should,doubt,6,0.44,13.65,51.828,6.924408128438877e-07,6.16,26.07,all
should,view,9,1.43,6.3,9.161,5.923833787198004e-06,5.23,20.65,all
should,overstate,6,0.6,9.93,20.728,9.896443131300862e-06,5.0,20.25,all
should,emphasize,7,0.93,7.49,12.098,1.7772636188802392e-05,4.75,18.74,all
should,be+principle,3,0.16,18.2,inf,0.00016551275000221838,3.78,17.42,all
should,incoming,3,0.16,18.2,inf,0.00016551275000221838,3.78,17.42,all
should,read,6,0.93,6.42,9.42,0.00019917792267992157,3.7,14.01,all
should,communicate,8,1.81,4.41,5.531,0.00032890637973923594,3.48,12.72,all
should,apply,5,0.82,6.07,8.629,0.000938749128833278,3.03,11.06,all
should,pay,7,1.7,4.11,5.038,0.0012213598067420547,2.91,10.24,all
should,occur,10,3.24,3.08,3.529,0.0012975360911097946,2.89,9.9,all
should,be+what,15,6.26,2.39,2.624,0.0014496887950999685,2.84,9.51,all
should,wane,4,0.55,7.28,11.498,0.0014582328102988684,2.84,10.44,all
should,guard,3,0.27,10.92,25.856,0.0015219898243122737,2.82,10.91,all
should,encourage,6,1.32,4.55,5.755,0.00155554102607408,2.81,9.88,all
should,stop,6,1.32,4.55,5.755,0.00155554102607408,2.81,9.88,all
should,be+restrictive,5,0.99,5.06,6.636,0.0023333926681401163,2.63,9.23,all
should,guide,5,0.99,5.06,6.636,0.0023333926681401163,2.63,9.23,all
should,surprise,3,0.33,9.1,17.237,0.002919519345313537,2.53,9.44,all
should,believe,4,0.71,5.6,7.664,0.004348356922902466,2.36,8.19,all
should,base,5,1.15,4.33,5.391,0.004831087021172845,2.32,7.78,all
should,define,3,0.38,7.8,12.927,0.004900864080728113,2.31,8.31,all
should,support,15,7.2,2.08,2.238,0.006193558458707755,2.21,6.97,all
should,decline,8,2.86,2.8,3.14,0.0070845089659190615,2.15,6.77,all
should,fail,3,0.44,6.83,10.341,0.007522635662197121,2.12,7.39,all
should,ignore,3,0.44,6.83,10.341,0.007522635662197121,2.12,7.39,all
should,respond,9,3.52,2.56,2.827,0.008008971273092948,2.1,6.49,all
should,focus,7,2.36,2.96,3.357,0.008440794415011407,2.07,6.5,all
should,wait,5,1.37,3.64,4.312,0.010515124943914355,1.98,6.27,all
should,materialize,3,0.49,6.07,8.617,0.010826630300455366,1.97,6.63,all
should,show,7,2.58,2.71,3.021,0.013632865358573804,1.87,5.6,all
should,stress,3,0.55,5.46,7.386,0.014841657796236725,1.83,5.99,all
should,be+place,3,0.6,4.96,6.462,0.01958519413592186,1.71,5.43,all
should,diminish,5,1.59,3.14,3.593,0.019616859156413084,1.71,5.07,all
should,resume,3,0.6,4.96,6.462,0.01958519413592186,1.71,5.43,all
should,expect,20,11.92,1.68,1.757,0.023344003516324045,1.63,4.91,all
should,be+patient,6,2.31,2.6,2.875,0.026220120303904058,1.58,4.45,all
should,be+effect,4,1.21,3.31,3.831,0.03003932716569386,1.52,4.39,all
should,think,15,8.46,1.77,1.866,0.030724909061432278,1.51,4.43,all
should,anticipate,3,0.71,4.2,5.169,0.03127982733409347,1.5,4.5,all
should,incorporate,3,0.71,4.2,5.169,0.03127982733409347,1.5,4.5,all
should,reverse,3,0.71,4.2,5.169,0.03127982733409347,1.5,4.5,all
should,avoid,4,1.26,3.17,3.629,0.03482806611568956,1.46,4.11,all
should,be+thing,5,1.87,2.68,2.973,0.03673469901874364,1.43,3.9,all
should,prepare,3,0.77,3.9,4.699,0.03822190158292986,1.42,4.11,all
should,drive,4,1.32,3.03,3.447,0.04003315400675618,1.4,3.85,all
should,emerge,4,1.32,3.03,3.447,0.04003315400675618,1.4,3.85,all
should,mention,3,0.82,3.64,4.307,0.04587673311934261,1.34,3.76,all
should,consider,11,5.82,1.89,2.0,0.04900749024298364,1.31,3.93,all
should,update,3,0.88,3.41,3.976,0.05422472680551134,1.27,3.44,all
should,cut,4,1.48,2.7,2.997,0.058146601650984925,1.24,3.16,all
should,indicate,4,1.54,2.6,2.872,0.06500719021974581,1.19,2.96,all
should,react,4,1.54,2.6,2.872,0.06500719021974581,1.19,2.96,all
should,begin,10,5.55,1.8,1.897,0.07347322120636199,1.13,3.1,all
should,reduce,10,5.77,1.73,1.817,0.08164688163391777,1.09,2.74,all
should,move,21,14.89,1.41,1.452,0.10661940779895168,0.97,2.4,all
should,serve,4,1.87,2.14,2.297,0.11427670102992814,0.94,1.98,all
should,clarify,3,1.21,2.48,2.72,0.11731302878627582,0.93,2.03,all
should,feel,4,1.92,2.08,2.223,0.1237332588963402,0.91,1.84,all
should,matter,3,1.26,2.37,2.584,0.12968577318686372,0.89,1.86,all
should,happen,11,7.64,1.44,1.482,0.19215962931116798,0.72,1.4,all
should,inform,3,1.65,1.82,1.913,0.2264100918520088,0.65,0.96,all
should,improve,4,2.36,1.69,1.766,0.29736848748194333,0.53,1.01,all
should,raise,6,4.29,1.4,1.435,0.32441951926426926,0.49,0.65,all
should,include,4,2.75,1.46,1.497,0.3536968469457249,0.45,0.53,all
should,start,7,5.27,1.33,1.355,0.37193897769603,0.43,0.55,all
should,determine,3,1.87,1.61,1.666,0.43275098292786135,0.36,0.62,all
should,monitor,9,7.09,1.27,1.292,0.43542629091732804,0.36,0.51,all
should,try,3,2.31,1.3,1.324,0.5012815093724579,0.3,0.2,all
should,play,4,2.97,1.35,1.377,0.5404758572297187,0.27,0.35,all
should,adjust,5,4.12,1.21,1.229,0.6076742071350496,0.22,0.19,all
should,discuss,5,4.29,1.17,1.179,0.6189985873249457,0.21,0.12,all
should,reflect,5,4.18,1.2,1.212,0.6112602997889938,0.21,0.16,all
should,be,21,18.9,1.11,1.12,0.6324958755509704,0.2,0.24,all
should,see,26,24.67,1.05,1.058,0.7536083570139642,0.12,0.08,all
should,return,4,3.63,1.1,1.11,0.7839781942722613,0.11,0.04,all
should,know,6,5.88,1.02,1.022,0.8326884843502524,0.08,0.0,all
should,do,29,28.35,1.02,1.025,0.8454057158533038,0.07,0.02,all
should,be+able,4,4.51,0.89,0.882,1.0,0.0,0.06,all
should,change,6,6.1,0.98,0.983,1.0,0.0,0.0,all
should,contribute,4,4.23,0.95,0.942,1.0,0.0,0.01,all
should,make,14,14.78,0.95,0.944,1.0,0.0,0.04,all
should,use,9,9.12,0.99,0.986,1.0,0.0,0.0,all
should,watch,3,3.35,0.9,0.889,1.0,0.0,0.04,all
should,come,9,10.38,0.87,0.859,0.871952503328067,-0.06,0.21,all
should,keep,4,5.22,0.77,0.755,0.8202938666260118,-0.09,0.33,all
should,add,3,4.29,0.7,0.687,0.8011971612675326,-0.1,0.45,all
should,slow,3,4.4,0.68,0.669,0.8031348571596137,-0.1,0.53,all
should,rise,5,6.81,0.73,0.722,0.6902251209199671,-0.16,0.56,all
should,allow,3,4.56,0.66,0.644,0.6295389283852653,-0.2,0.64,all
should,put,4,6.32,0.63,0.619,0.534017518529147,-0.27,1.03,all
should,provide,7,9.62,0.73,0.715,0.5040364265523785,-0.3,0.83,all
should,go,10,13.79,0.73,0.712,0.4010624680270434,-0.4,1.22,all
should,become,3,6.32,0.47,0.46,0.2184037931251574,-0.66,2.28,all
should,look,13,18.9,0.69,0.672,0.1889101702985498,-0.72,2.2,all
should,get,4,8.35,0.48,0.463,0.15057818430002123,-0.82,2.96,all
should,lead,4,9.01,0.44,0.428,0.08625888749486985,-1.06,3.7,all
should,take,33,44.01,0.75,0.733,0.08305674343350812,-1.08,3.27,all
should,want,3,8.08,0.37,0.357,0.06792570642551782,-1.17,4.41,all
should,affect,5,11.59,0.43,0.415,0.04679094946119271,-1.33,5.03,all
should,have,24,35.49,0.68,0.658,0.04384701597621632,-1.36,4.53,all
should,continue,40,54.56,0.73,0.713,0.038946343190935206,-1.41,4.68,all
should,give,3,9.18,0.33,0.313,0.038061096558045494,-1.42,5.91,all
should,remain,6,13.41,0.45,0.431,0.03331394096354677,-1.48,5.44,all
should,hold,3,9.23,0.33,0.311,0.026854105256317658,-1.57,5.99,all
should,increase,4,11.54,0.35,0.332,0.02081402326532257,-1.68,6.93,all
should,expand,3,10.11,0.3,0.284,0.014242889197616643,-1.85,7.26,all
should,warrant,3,11.43,0.26,0.25,0.005407714975316707,-2.27,9.24,all
should,depend,6,16.54,0.36,0.347,0.004658935570874476,-2.33,9.38,all
should,say,6,51.98,0.12,0.106,2.1514429049001217e-16,-15.67,70.07,all
will,continue,608,305.22,1.99,3.782,4.811780287980582e-91,90.32,409.61,all
will,take,445,246.21,1.81,2.93,2.0412202833191194e-49,48.69,218.75,all
will,assess,171,71.31,2.4,6.44,1.3801835802184718e-41,40.86,182.87,all
will,monitor,99,39.65,2.5,7.522,5.162677132127487e-27,26.29,116.37,all
will,watch,56,18.75,2.99,25.419,1.7644273046659504e-23,22.75,101.47,all
will,go,153,77.15,1.98,3.57,5.886429902265535e-23,22.23,98.27,all
will,discuss,65,23.98,2.71,11.356,8.679090119535947e-22,21.06,92.94,all
will,evolve,73,34.43,2.12,4.249,8.492156107268949e-14,13.07,56.39,all
will,depend,151,92.52,1.63,2.294,2.2072195357397072e-12,11.66,49.84,all
will,keep,60,29.2,2.05,3.886,7.833862424887515e-11,10.11,42.41,all
will,aim,34,13.83,2.46,6.992,7.588343536922417e-10,9.12,38.32,all
will,come,98,58.09,1.69,2.445,1.5475377090573906e-09,8.81,36.62,all
will,will,17,5.23,3.25,inf,1.927100989590586e-09,8.72,40.14,all
will,know,63,32.89,1.92,3.245,2.385654387217807e-09,8.62,36.19,all
will,have,269,198.56,1.35,1.63,3.5335311546354927e-09,8.45,35.16,all
will,consult,19,6.45,2.94,21.458,1.9139169822019132e-08,7.72,33.12,all
will,look,153,105.74,1.45,1.822,7.023768590259798e-08,7.15,29.04,all
will,ensure,17,5.84,2.91,19.195,1.6627422097204223e-07,6.78,28.82,all
will,be+able,47,25.2,1.86,3.039,8.008445716140064e-07,6.1,24.78,all
will,adjust,44,23.05,1.91,3.211,8.765444806053893e-07,6.06,24.96,all
will,act,29,13.22,2.19,4.682,9.151060440141323e-07,6.04,24.49,all
will,see,186,138.01,1.35,1.609,1.4306072001219543e-06,5.84,23.3,all
will,foster,20,7.99,2.5,7.529,1.6214863113934382e-06,5.79,23.53,all
will,be+happy,22,9.22,2.39,6.212,1.9238371418071598e-06,5.72,23.02,all
will,review,16,5.84,2.74,12.041,2.191727954370802e-06,5.66,23.4,all
will,conclude,14,5.23,2.68,10.533,1.6492915785511847e-05,4.78,19.41,all
will,focus,27,13.22,2.04,3.813,1.6984672937984096e-05,4.77,18.73,all
will,try,26,12.91,2.01,3.671,3.335896088495338e-05,4.48,17.31,all
will,get,71,46.72,1.52,1.984,4.1870534902927375e-05,4.38,17.07,all
will,turn,38,21.52,1.77,2.684,4.346803497699256e-05,4.36,16.69,all
will,move,115,83.3,1.38,1.671,4.920156914337455e-05,4.31,16.65,all
will,be+up,7,2.15,3.25,inf,0.0002587176413574761,3.59,16.52,all
will,explore,10,3.69,2.71,11.28,0.00025740059999972636,3.59,14.26,all
will,repay,7,2.15,3.25,inf,0.0002587176413574761,3.59,16.52,all
will,we,10,3.69,2.71,11.28,0.00025740059999972636,3.59,14.26,all
will,expand,79,56.56,1.4,1.703,0.0005244764027396291,3.28,12.22,all
will,reinvest,9,3.38,2.66,10.151,0.0007039553444179238,3.15,12.28,all
will,hesitate,13,5.84,2.23,4.889,0.000796384099311115,3.1,11.39,all
will,be+percent,18,8.91,2.02,3.694,0.0008074969956054646,3.09,12.07,all
will,leave,27,15.68,1.72,2.541,0.0011590802795622202,2.94,10.83,all
will,happen,61,42.72,1.43,1.768,0.001169854614173464,2.93,10.67,all
will,be+what,51,35.04,1.46,1.83,0.001562252052862609,2.81,9.88,all
will,achieve,30,18.44,1.63,2.258,0.0018703474455443758,2.73,9.67,all
will,be+strong,10,4.3,2.32,5.64,0.0020415171805537153,2.69,9.79,all
will,be+appropriate,231,195.8,1.18,1.291,0.0026550975755876183,2.58,9.11,all
will,highlight,5,1.54,3.25,inf,0.002741144977221608,2.56,11.8,all
